Region;Comuna;Titular;Nombre;Tecnologia;Inversion_MUF;Capacidad_MW;Posicion;Plazo
Región de Atacama;NA;Titular423;Nombre423;Solar;0.2424;11.5;24;5
Región del Maule;NA;Titular2284;Nombre2284;Solar;0.312;11.014;245;4
Región de Antofagasta;NA;Titular67;Nombre67;Solar;0.324;10.79;82;3
Región de Coquimbo;NA;Titular589;Nombre589;Solar;0.192;13.23;48;3
Región del Maule;NA;Titular2226;Nombre2226;Solar;0.792;48.2;28;2
Región de Ñuble;NA;Titular971;Nombre971;Solar;0.36;11.1;320;2
Región de Valparaíso;NA;Titular1386;Nombre1386;Solar;0.288;12;10;5
Región del Biobío;NA;Titular1699;Nombre1699;Solar;0.24;11.016;224;5
Región de Coquimbo;NA;Titular603;Nombre603;Solar;0.288;9;188;2
Región del Maule;NA;Titular2214;Nombre2214;Solar;0.144;5.81;133;4
Región del Maule;NA;Titular2173;Nombre2173;Solar;0.36;11.33;252;2
Región del Maule;NA;Titular2273;Nombre2273;Solar;0.312;10.8;77;3
Región de Valparaíso;NA;Titular1526;Nombre1526;Solar;0.2952;9;90;4
Región de Antofagasta;NA;Titular78;Nombre78;Solar;0.288;13.33;70;2
Región de Ñuble;NA;Titular1063;Nombre1063;Solar;0.36;23;16;4
Región de Coquimbo;NA;Titular497;Nombre497;Eólica;2.8608;79.5;196;10
Región del Biobío;NA;Titular1624;Nombre1624;Solar;0.288;12;224;3
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular2019;Nombre2019;Solar;0.18;7.016;102;4
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1776;Nombre1776;Solar;4.32;180;24;2
Región de Tarapacá;NA;Titular1152;Nombre1152;Solar;7.836;362.76;12;3
Región de Coquimbo;NA;Titular553;Nombre553;Solar;0.288;12.5;196;4
Región de Valparaíso;NA;Titular1415;Nombre1415;Solar;3.4056;114.3;40;2
Región de Valparaíso;NA;Titular1246;Nombre1246;Solar;0.0096;0.5;205;4
Región del Biobío;NA;Titular1654;Nombre1654;Solar;0.264;11.04;120;3
Región de Ñuble;NA;Titular1050;Nombre1050;Solar;0.216;10.606;544;5
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1767;Nombre1767;Solar;0.24;10.03;276;3
Región del Maule;NA;Titular2245;Nombre2245;Solar;0.24;10.025;28;3
Región de Tarapacá;NA;Titular1169;Nombre1169;Solar;0.288;9;11;3
Región de Arica y Parinacota;NA;Titular281;Nombre281;Solar;0.288;13.8;570;3
Región de Tarapacá;NA;Titular1143;Nombre1143;Solar;7.836;362.76;34;4
Región del Maule;NA;Titular2138;Nombre2138;Solar;0.216;10.62;42;4
Región del Maule;NA;Titular2070;Nombre2070;Solar;0.2568;10.7;301;2
Región de Los Lagos;NA;Titular843;Nombre843;Hidro-Solar;0.1488;3.1;200;2
Región del Biobío;NA;Titular1633;Nombre1633;Solar;0.1176;4.55;400;3
Región de Los Lagos;NA;Titular806;Nombre806;Eólica;0.384;21.6;380;9
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1822;Nombre1822;Solar;2.352;83;132;3
Región de Coquimbo;NA;Titular494;Nombre494;Eólica;2.8608;79.5;60;15
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1921;Nombre1921;Solar;0.324;10.79;180;5
Región de Valparaíso;NA;Titular1354;Nombre1354;Solar;1.8;50.24;145;2
Región del Biobío;NA;Titular1684;Nombre1684;Solar;0.168;7.016;192;3
Región de Antofagasta;NA;Titular257;Nombre257;Solar;0.2376;10.83;46;5
Región de Atacama;NA;Titular383;Nombre383;Solar;11.04;540.09;105;3
Región de Atacama;NA;Titular354;Nombre354;Solar;0.2568;10.66;57;4
Región de Antofagasta;NA;Titular132;Nombre132;Solar;17.04;379;86;2
Región de Antofagasta;NA;Titular248;Nombre248;Solar;0.2448;9;32;2
Región de Antofagasta;NA;Titular255;Nombre255;Solar;1.392;75.41;42;3
Región de Atacama;NA;Titular370;Nombre370;Solar;0.288;12.5;24;2
Región de Ñuble;NA;Titular1016;Nombre1016;Solar;0.216;11.016;672;5
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1809;Nombre1809;Solar;0.216;10.6;210;4
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1940;Nombre1940;Solar;0.24;15.45;6;4
Región del Maule;NA;Titular2166;Nombre2166;Solar;4.92;239.28;245;5
Región de Valparaíso;NA;Titular1360;Nombre1360;Solar;0.456;14.77;5;3
Región de La Araucanía;NA;Titular676;Nombre676;Eólica;3.12;105.6;126;15
Región de Valparaíso;NA;Titular1417;Nombre1417;Solar;2.784;161.1;105;3
Región de La Araucanía;NA;Titular700;Nombre700;Hidro;0.552;6.9;306;3
Región de Antofagasta;NA;Titular61;Nombre61;Hidro;33.6;800;52;5
Región del Maule;NA;Titular2326;Nombre2326;Solar;0.288;12;112;4
Región de Ñuble;NA;Titular1073;Nombre1073;Solar;0.1368;9.84;752;2
Región del Maule;NA;Titular2181;Nombre2181;Solar;0.2568;10.66;245;5
Región de Tarapacá;NA;Titular1182;Nombre1182;Solar;0.288;11.1;5;5
Región de Coquimbo;NA;Titular547;Nombre547;Solar;0.288;9;72;2
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1879;Nombre1879;Solar;0.264;15.4;150;2
Región del Biobío;NA;Titular1539;Nombre1539;Eólica;6;215;64;12
Región de La Araucanía;NA;Titular689;Nombre689;Eólica;1.56;39.6;216;8
Región de Los Ríos;NA;Titular886;Nombre886;Hidro;0.372;7.16;378;5
Región de Valparaíso;NA;Titular1285;Nombre1285;Solar;0.192;10.5;90;3
Región del Biobío;NA;Titular1698;Nombre1698;Solar;0.168;6.77;296;3
Región del Maule;NA;Titular2150;Nombre2150;Solar;1.584;24;315;4
Región de Antofagasta;NA;Titular124;Nombre124;Solar;7.2;257;98;4
Región de Ñuble;NA;Titular967;Nombre967;Solar;0.24;9;112;4
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1743;Nombre1743;Solar;0.24;12;114;2
Región del Maule;NA;Titular2366;Nombre2366;Solar;0.1776;6.15;336;2
Región del Maule;NA;Titular2141;Nombre2141;Solar;4.392;120;203;2
Región de Valparaíso;NA;Titular1390;Nombre1390;Solar;0.168;3.7;45;4
Región de Tarapacá;NA;Titular1153;Nombre1153;Solar;10.32;610;23;3
Región de La Araucanía;NA;Titular688;Nombre688;Eólica;4.8;93;324;13
Región del Maule;NA;Titular2089;Nombre2089;Solar;2.112;90;98;5
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1892;Nombre1892;Solar;0.2496;10.43;108;3
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1855;Nombre1855;Solar;0.24;15.45;30;4
Región del Maule;NA;Titular2163;Nombre2163;Solar;0.24;11;70;4
Región del Maule;NA;Titular2116;Nombre2116;Solar;0.216;11.016;7;3
Región del Maule;NA;Titular2157;Nombre2157;Solar;0.324;9;315;5
Región del Maule;NA;Titular2306;Nombre2306;Solar;0.216;7.22;245;5
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1973;Nombre1973;Solar;0.156;9;36;2
Región de Valparaíso;NA;Titular1503;Nombre1503;Solar;0.96;55;15;2
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1836;Nombre1836;Solar;0.24;10.8;36;4
Región de Los Ríos;NA;Titular876;Nombre876;Eólica;6.72;216;14;11
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1848;Nombre1848;Solar;0.264;9;174;4
Región de La Araucanía;NA;Titular736;Nombre736;Solar;0.12;3.66;243;5
Región de Antofagasta;NA;Titular155;Nombre155;Solar;96;1009;10;5
Región de Antofagasta;NA;Titular252;Nombre252;Solar;12.78;550;28;3
Región del Maule;NA;Titular2261;Nombre2261;Solar;0.216;7.7;343;2
Región de Coquimbo;NA;Titular510;Nombre510;Solar;0.288;12.5;124;2
Región del Biobío;NA;Titular1553;Nombre1553;Eólica;11.928;310.5;112;8
Región del Maule;NA;Titular2255;Nombre2255;Solar;0.2904;10.78;77;4
Región de Antofagasta;NA;Titular234;Nombre234;Solar;0.288;12.5;20;2
Región de Atacama;NA;Titular360;Nombre360;Solar;1.152;62.84;66;4
Región del Maule;NA;Titular2135;Nombre2135;Solar;0.2568;10.66;98;5
Región de Coquimbo;NA;Titular659;Nombre659;Solar;6;316.21;108;3
Región del Maule;NA;Titular2222;Nombre2222;Solar;0.24;11;14;2
Región de Arica y Parinacota;NA;Titular264;Nombre264;Solar;0.288;12.9;630;5
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1953;Nombre1953;Solar;0.288;8.23;270;5
Región del Biobío;NA;Titular1690;Nombre1690;Solar;0.288;12;112;2
Región de Antofagasta;NA;Titular23;Nombre23;Eólica;16.8;980;8;8
Región de Coquimbo;NA;Titular619;Nombre619;Solar;1.5408;74.659;36;2
Región de Coquimbo;NA;Titular592;Nombre592;Solar;0.288;9;120;2
Región de Antofagasta;NA;Titular156;Nombre156;Solar;8.4;317;10;2
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1987;Nombre1987;Solar;0.264;9;6;4
Región del Maule;NA;Titular2069;Nombre2069;Solar;1.584;24;231;2
Región de Ñuble;NA;Titular1096;Nombre1096;Solar;0.2472;11.7;464;4
Región de Tarapacá;NA;Titular1197;Nombre1197;Solar;0.288;10.8;48;5
Región de Ñuble;NA;Titular979;Nombre979;Solar;1.2;67.9;320;4
Región de Los Lagos;NA;Titular807;Nombre807;Eólica;5.376;100;410;12
Región de Ñuble;NA;Titular1089;Nombre1089;Solar;1.2;67.9;736;5
Región de Ñuble;NA;Titular1053;Nombre1053;Solar;0.216;11.016;288;2
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1923;Nombre1923;Solar;0.324;10.79;60;4
Región del Biobío;NA;Titular1616;Nombre1616;Solar;0.216;9;48;3
Región de Valparaíso;NA;Titular1409;Nombre1409;Solar;0.2952;11.9;235;2
Región de Tarapacá;NA;Titular1194;Nombre1194;Solar;0.324;9;39;3
Región de Valparaíso;NA;Titular1505;Nombre1505;Solar;0.216;10.71;215;4
Región de Antofagasta;NA;Titular245;Nombre245;Solar;5.4;251.37;88;2
Región de Valparaíso;NA;Titular1435;Nombre1435;Solar;0.2544;10.66;190;3
Región de Ñuble;NA;Titular965;Nombre965;Solar;0.288;12;272;4
Región del Biobío;NA;Titular1620;Nombre1620;Solar;0.24;3.24;168;5
Región de Los Lagos;NA;Titular824;Nombre824;Eólica;0.384;21.6;60;15
Región de Coquimbo;NA;Titular662;Nombre662;Solar;2.28;132;40;2
Región de La Araucanía;NA;Titular679;Nombre679;Eólica;4.8;93;432;12
Región del Maule;NA;Titular2304;Nombre2304;Solar;0.216;11.016;35;2
Región de Tarapacá;NA;Titular1127;Nombre1127;Solar;0.288;11.1;10;2
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1739;Nombre1739;Solar;0.276;10.75;72;2
Región de Ñuble;NA;Titular1112;Nombre1112;Solar;0.1776;11.17;352;3
Región de Valparaíso;NA;Titular1524;Nombre1524;Solar;2.784;161.1;115;5
Región de Atacama;NA;Titular466;Nombre466;Solar;0.24;13.44;87;4
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1924;Nombre1924;Solar;0.324;10.79;180;5
Región del Biobío;NA;Titular1625;Nombre1625;Solar;0.156;6.78;264;3
Región de Antofagasta;NA;Titular59;Nombre59;Hidro;33.6;800;52;5
Región del Maule;NA;Titular2084;Nombre2084;Solar;0.288;12;63;3
Región del Maule;NA;Titular2185;Nombre2185;Solar;4.32;97.48;343;2
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1833;Nombre1833;Solar;0.1656;7;222;3
Región de Valparaíso;NA;Titular1367;Nombre1367;Solar;0.216;7.224;175;4
Región del Maule;NA;Titular2149;Nombre2149;Solar;1.2144;22;182;3
Región de Valparaíso;NA;Titular1235;Nombre1235;Solar;0.2664;9.27;130;3
Región de Los Lagos;NA;Titular852;Nombre852;Solar;0.336;7.11;100;4
Región de Valparaíso;NA;Titular1302;Nombre1302;Solar;6.96;240.8;30;2
Región de Coquimbo;NA;Titular609;Nombre609;Solar;5.28;279.9;44;3
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1922;Nombre1922;Solar;0.288;11.2;270;4
Región de Coquimbo;NA;Titular502;Nombre502;Solar;1.4712;212.01;40;2
Región de Valparaíso;NA;Titular1490;Nombre1490;Solar;1.08;24;210;2
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1820;Nombre1820;Solar;0.1848;8.44;198;3
Región del Maule;NA;Titular2078;Nombre2078;Solar;10.08;455;105;2
Región del Maule;NA;Titular2288;Nombre2288;Solar;0.1584;7.2;350;4
Región de Antofagasta;NA;Titular126;Nombre126;Solar;5.4;251.37;22;4
Región de Antofagasta;NA;Titular231;Nombre231;Solar;0.288;9;56;2
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1737;Nombre1737;Solar;1.848;69.8;138;5
Región de Antofagasta;NA;Titular125;Nombre125;Solar;9.6;404;60;3
Región de Ñuble;NA;Titular1004;Nombre1004;Solar;1.584;24;336;3
Región de Valparaíso;NA;Titular1441;Nombre1441;Solar;0.264;11.7;80;3
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1972;Nombre1972;Solar;0.432;9;234;4
Región de Los Ríos;NA;Titular868;Nombre868;Eólica;2.64;51;434;15
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1919;Nombre1919;Solar;4.008;207.86;240;5
Región del Maule;NA;Titular2165;Nombre2165;Solar;0.324;10.785;84;4
Región de Arica y Parinacota;NA;Titular278;Nombre278;Solar;0.228;12.5;120;5
Región del Maule;NA;Titular2140;Nombre2140;Solar;0.1848;9.3;35;3
Región de Valparaíso;NA;Titular1445;Nombre1445;Solar;0.084;4.04;70;3
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1858;Nombre1858;Solar;0.24;11;18;2
Región del Maule;NA;Titular2210;Nombre2210;Solar;0.288;13.3;196;5
Región del Biobío;NA;Titular1704;Nombre1704;Solar;0.192;8;352;5
Región del Maule;NA;Titular2083;Nombre2083;Solar;0.288;12;154;2
Región del Biobío;NA;Titular1604;Nombre1604;Solar;0.288;9;88;3
Región del Maule;NA;Titular2265;Nombre2265;Solar;4.8;201;336;5
Región de Los Lagos;NA;Titular774;Nombre774;Eólica;5.376;100;460;14
Región del Maule;NA;Titular2259;Nombre2259;Solar;0.276;10.75;70;4
Región de Antofagasta;NA;Titular236;Nombre236;Solar;11.904;671;42;3
Región de Valparaíso;NA;Titular1258;Nombre1258;Solar;0.264;8.73;185;2
Región de Los Lagos;NA;Titular793;Nombre793;Eólica;0.408;16.8;120;12
Región de Valparaíso;NA;Titular1475;Nombre1475;Solar;0.96;44.4;230;4
Región de Antofagasta;NA;Titular178;Nombre178;Solar;4.8;262.68;92;5
Región de Valparaíso;NA;Titular1300;Nombre1300;Solar;0.24;11;100;2
Región de Valparaíso;NA;Titular1273;Nombre1273;Solar;0.144;7.2;250;4
Región de Los Lagos;NA;Titular803;Nombre803;Eólica;0.384;21.6;470;14
Región de Arica y Parinacota;NA;Titular289;Nombre289;Solar;0.24;6.79;540;2
Región del Maule;NA;Titular2258;Nombre2258;Solar;1.584;24;98;4
Región de Ñuble;NA;Titular1030;Nombre1030;Solar;0.24;10.66;144;4
Región de Atacama;NA;Titular335;Nombre335;Solar;5.76;235;48;3
Región del Maule;NA;Titular2098;Nombre2098;Solar;0.2448;10.77;126;2
Región de Coquimbo;NA;Titular482;Nombre482;Eólica;3.6;79.2;100;9
Región de Valparaíso;NA;Titular1454;Nombre1454;Solar;4.8;234;185;3
Región de Antofagasta;NA;Titular41;Nombre41;Eólica-Solar;14.9736;557;66;16
Región de Valparaíso;NA;Titular1341;Nombre1341;Solar;0.2952;10.8;145;2
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1750;Nombre1750;Solar;0.288;11.75;78;5
Región de Valparaíso;NA;Titular1444;Nombre1444;Solar;3.12;84;100;5
Región de Coquimbo;NA;Titular636;Nombre636;Solar;3.6;94.5;32;3
Región del Maule;NA;Titular2155;Nombre2155;Solar;0.288;7.1;28;2
Región del Maule;NA;Titular2134;Nombre2134;Solar;0.24;10.53;7;2
Región de Magallanes y de la Antártica Chilena;NA;Titular932;Nombre932;Eólica;12;384;588;8
Región de Antofagasta;NA;Titular140;Nombre140;Solar;0.312;14.8;58;3
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1920;Nombre1920;Solar;0.24;9.56;246;3
Región del Biobío;NA;Titular1657;Nombre1657;Solar;0.24;11.016;232;5
Región de Antofagasta;NA;Titular131;Nombre131;Solar;0.228;12.5;100;4
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1804;Nombre1804;Solar;0.0192;0.8295;18;5
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1982;Nombre1982;Solar;0.288;11.47;180;4
Región de Atacama;NA;Titular476;Nombre476;Solar;0.216;10.87;15;3
Región del Maule;NA;Titular2059;Nombre2059;Solar;0.2928;10.178;294;2
Región de Los Ríos;NA;Titular917;Nombre917;Solar;0.36;12.16;28;4
Región del Maule;NA;Titular2164;Nombre2164;Solar;0.36;11.33;133;2
Región del Maule;NA;Titular2112;Nombre2112;Solar;0.24;10.6;217;3
Región de Atacama;NA;Titular443;Nombre443;Solar;0.324;9.58;54;5
Región de Los Lagos;NA;Titular819;Nombre819;Eólica;0.408;20.4;430;16
Región del Biobío;NA;Titular1688;Nombre1688;Solar;0.48;11.65;336;2
Región de Coquimbo;NA;Titular569;Nombre569;Solar;0.432;12.2;152;3
Región de Los Lagos;NA;Titular771;Nombre771;Eólica;5.376;100;80;8
Región de Atacama;NA;Titular373;Nombre373;Solar;0.24;10.66;6;5
Región de Ñuble;NA;Titular998;Nombre998;Solar;0.288;12;112;2
Región de Atacama;NA;Titular404;Nombre404;Solar;0.2088;5.14;21;5
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular2035;Nombre2035;Solar;0.1584;7.6;180;3
Región de Los Lagos;NA;Titular801;Nombre801;Eólica;0.384;21.6;240;9
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1891;Nombre1891;Solar;0.432;9;270;3
Región de Antofagasta;NA;Titular215;Nombre215;Solar;0.324;10.82;64;2
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1831;Nombre1831;Solar;0.2568;10.52;156;3
Región de Antofagasta;NA;Titular208;Nombre208;Solar;0.324;10.75;76;3
Región de Antofagasta;NA;Titular84;Nombre84;Solar;0.336;9;78;5
Región del Maule;NA;Titular2151;Nombre2151;Solar;1.584;24;175;2
Región de Antofagasta;NA;Titular88;Nombre88;Solar;0.288;12;50;3
Región de Arica y Parinacota;NA;Titular269;Nombre269;Solar;0.276;10.75;510;3
Región de Atacama;NA;Titular309;Nombre309;Eólica;4.8;64.8;78;15
Región de Atacama;NA;Titular442;Nombre442;Solar;0.24;10.46;96;3
Región del Maule;NA;Titular2308;Nombre2308;Solar;4.8;201;35;3
Región de Los Ríos;NA;Titular926;Nombre926;Solar;0.504;21.27;434;5
Región de Atacama;NA;Titular439;Nombre439;Solar;0.264;12.5;93;5
Región de Coquimbo;NA;Titular582;Nombre582;Solar;0.528;12.22;200;2
Región del Maule;NA;Titular2349;Nombre2349;Solar;0.2376;10.79;301;2
Región de Atacama;NA;Titular400;Nombre400;Solar;4.8;144;48;5
Región del Maule;NA;Titular2290;Nombre2290;Solar;0.1728;8.96;91;5
Región del Maule;NA;Titular2300;Nombre2300;Solar;0.288;12;161;4
Región de Los Ríos;NA;Titular907;Nombre907;Solar;0.432;9;420;3
Región de Valparaíso;NA;Titular1504;Nombre1504;Solar;0.1272;2.58;180;3
Región de Antofagasta;NA;Titular192;Nombre192;Solar;11.904;671;26;2
Región del Maule;NA;Titular2139;Nombre2139;Solar;0.288;12;140;5
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular2003;Nombre2003;Solar;0.36;17.16;288;3
Región de Ñuble;NA;Titular947;Nombre947;Eólica;7.32;256;416;14
Región del Maule;NA;Titular2227;Nombre2227;Solar;0.24;11;266;5
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1958;Nombre1958;Solar;3.6;150.31;132;2
Región de Los Lagos;NA;Titular861;Nombre861;Solar;0.36;9;330;5
Región de Valparaíso;NA;Titular1326;Nombre1326;Solar;0.12;3.23;245;3
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1784;Nombre1784;Solar;0.168;7.84;252;5
Región de Valparaíso;NA;Titular1255;Nombre1255;Solar;5.04;300;220;4
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1865;Nombre1865;Solar;0.2208;10.3;174;5
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1974;Nombre1974;Solar;1.32;60;258;5
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1950;Nombre1950;Solar;0.264;11.36;156;4
Región de Coquimbo;NA;Titular587;Nombre587;Solar;1.4712;212.01;20;3
Región de Los Ríos;NA;Titular873;Nombre873;Eólica;0.36;13.09;658;10
Región de Valparaíso;NA;Titular1472;Nombre1472;Solar;1.68;105.41;195;2
Región del Maule;NA;Titular2053;Nombre2053;Solar;0.288;12;203;5
Región del Maule;NA;Titular2073;Nombre2073;Solar;3.12;90;161;3
Región de Arica y Parinacota;NA;Titular298;Nombre298;Solar;0.288;13.2;720;5
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1886;Nombre1886;Solar;0.24;6.5;66;3
Región de Valparaíso;NA;Titular1461;Nombre1461;Solar;0.2616;10.8;175;3
Región del Biobío;NA;Titular1648;Nombre1648;Solar;0.288;9;184;5
Región del Biobío;NA;Titular1659;Nombre1659;Solar;0.2448;11.36;208;2
Región del Maule;NA;Titular2094;Nombre2094;Solar;4.8;90;140;3
Región del Maule;NA;Titular2043;Nombre2043;Solar;0.2928;12.23;252;4
Región de Valparaíso;NA;Titular1388;Nombre1388;Solar;0.2568;10.52;185;2
Región de Valparaíso;NA;Titular1420;Nombre1420;Solar;0.144;6.295;110;4
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1740;Nombre1740;Solar;0.264;11;162;2
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1970;Nombre1970;Solar;0.2568;10.52;204;5
Región de Valparaíso;NA;Titular1286;Nombre1286;Solar;0.2952;11.9;235;3
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1807;Nombre1807;Solar;0.288;12;150;3
Región de Atacama;NA;Titular332;Nombre332;Solar;0.216;7.26;63;5
Región de Atacama;NA;Titular421;Nombre421;Solar;0.264;12.5;117;4
Región de Valparaíso;NA;Titular1469;Nombre1469;Solar;0.2448;10.81;245;5
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1901;Nombre1901;Solar;0.2832;11.76;108;5
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1823;Nombre1823;Solar;0.288;12;276;2
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1939;Nombre1939;Solar;0.36;9;48;2
Región de Tarapacá;NA;Titular1171;Nombre1171;Solar;0.432;12.08;22;4
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular2007;Nombre2007;Solar;0.24;14.196;258;5
Región del Maule;NA;Titular2260;Nombre2260;Solar;0.096;3.6;175;5
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1934;Nombre1934;Solar;0.36;10.3;198;4
Región de Antofagasta;NA;Titular182;Nombre182;Solar;0.228;12.5;56;4
Región de Antofagasta;NA;Titular24;Nombre24;Eólica;4.8;162;20;8
Región de Valparaíso;NA;Titular1387;Nombre1387;Solar;0.2544;10.66;95;5
Región de Coquimbo;NA;Titular626;Nombre626;Solar;1.5408;74.659;100;3
Región del Maule;NA;Titular2369;Nombre2369;Solar;0.264;11;322;3
Región de Coquimbo;NA;Titular595;Nombre595;Solar;0.288;9;36;2
Región de Ñuble;NA;Titular1058;Nombre1058;Solar;0.264;11;272;2
Región del Biobío;NA;Titular1691;Nombre1691;Solar;0.48;11.65;200;4
Región de Coquimbo;NA;Titular524;Nombre524;Solar;0.288;9;104;5
Región de Tarapacá;NA;Titular1188;Nombre1188;Solar;13.2;360;5;3
Región de La Araucanía;NA;Titular748;Nombre748;Solar;0.192;6;81;3
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1806;Nombre1806;Solar;0.36;9.99;24;4
Región de Valparaíso;NA;Titular1266;Nombre1266;Solar;0.24;8.99;230;5
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1808;Nombre1808;Solar;0.72;22;30;3
Región del Biobío;NA;Titular1700;Nombre1700;Solar;0.24;10.61;216;4
Región del Biobío;NA;Titular1623;Nombre1623;Solar;0.216;9;272;2
Región del Maule;NA;Titular2056;Nombre2056;Solar;0.24;11;154;3
Región de Los Lagos;NA;Titular784;Nombre784;Eólica;1.836;42.5;480;13
Región de Ñuble;NA;Titular1031;Nombre1031;Solar;0.288;9.68;800;2
Región de Atacama;NA;Titular318;Nombre318;Solar;3.12;95;123;4
Región del Biobío;NA;Titular1536;Nombre1536;Eólica;4.8;58.8;312;10
Región de Antofagasta;NA;Titular154;Nombre154;Solar;4.08;188;54;2
Región de Tarapacá;NA;Titular1209;Nombre1209;Solar;66.9384;1009.28;26;2
Región de Valparaíso;NA;Titular1406;Nombre1406;Solar;0.288;12.66;230;2
Región del Biobío;NA;Titular1618;Nombre1618;Solar;0.288;9;400;5
Región de Valparaíso;NA;Titular1279;Nombre1279;Solar;0.456;14.77;115;5
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1988;Nombre1988;Solar;0.48;11.189;264;5
Región de Tarapacá;NA;Titular1200;Nombre1200;Solar;0.4752;9;43;3
Región de Atacama;NA;Titular324;Nombre324;Solar;3.6;116;36;5
Región del Maule;NA;Titular2137;Nombre2137;Solar;0.288;9;238;5
Región de Ñuble;NA;Titular1115;Nombre1115;Solar;0.288;12;320;5
Región de Antofagasta;NA;Titular247;Nombre247;Solar;0.288;9;14;4
Región de Los Ríos;NA;Titular870;Nombre870;Eólica;0.66;18;602;15
Región de Ñuble;NA;Titular1083;Nombre1083;Solar;0.288;12;576;4
Región de Antofagasta;NA;Titular94;Nombre94;Solar;7.2;257;14;5
Región de Ñuble;NA;Titular953;Nombre953;Solar;0.216;11.016;544;3
Región de Antofagasta;NA;Titular150;Nombre150;Solar;0.324;10.79;68;4
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1856;Nombre1856;Solar;0.288;9.58;282;2
Región de Los Lagos;NA;Titular780;Nombre780;Eólica;5.76;173.6;390;9
Región de Coquimbo;NA;Titular573;Nombre573;Solar;0.72;14.7;168;4
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1829;Nombre1829;Solar;3.504;121;264;3
Región de Coquimbo;NA;Titular578;Nombre578;Solar;0.24;13;148;5
Región de Valparaíso;NA;Titular1531;Nombre1531;Solar;0.2952;11.9;80;2
Región de Atacama;NA;Titular418;Nombre418;Solar;9;212;123;3
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1964;Nombre1964;Solar;0.2496;10.43;84;4
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular2022;Nombre2022;Solar;0.288;11.64;282;4
Región de Los Lagos;NA;Titular860;Nombre860;Solar;0.36;10.89;200;3
Región de Atacama;NA;Titular459;Nombre459;Solar;0.216;7.26;132;2
Región del Biobío;NA;Titular1573;Nombre1573;Eólica;5.376;107.5;80;12
Región del Biobío;NA;Titular1541;Nombre1541;Eólica;0.6;14.4;264;8
Región de Los Lagos;NA;Titular779;Nombre779;Eólica;5.376;100;190;13
Región del Biobío;NA;Titular1675;Nombre1675;Solar;0.168;7.016;328;2
Región de Coquimbo;NA;Titular580;Nombre580;Solar;0.7056;7;48;3
