Region;Comuna;Titular;Nombre;Tecnologia;Inversion_MUF;Capacidad_MW;Latitud;Longitud;Plazo;NumeroBanda;Transmision
Región del Biobío;NA;Titular1606;Nombre1606;Solar;0.24;11.016;NA;NA;5;611;614
Región del Biobío;NA;Titular1607;Nombre1607;Solar;0.1176;4.55;NA;NA;3;616;606
Región del Biobío;NA;Titular1608;Nombre1608;Solar;0.24;9;NA;NA;2;621;630
Región del Biobío;NA;Titular1609;Nombre1609;Solar;0.216;9;NA;NA;2;619;643
Región del Biobío;NA;Titular1610;Nombre1610;Solar;0.24;11.016;NA;NA;2;625;638
Región del Biobío;NA;Titular1611;Nombre1611;Solar;0.24;10.53;NA;NA;4;618;631
Región del Biobío;NA;Titular1612;Nombre1612;Solar;0.48;11.65;NA;NA;3;612;614
Región del Biobío;NA;Titular1613;Nombre1613;Solar;0.216;9;NA;NA;5;642;615
Región del Biobío;NA;Titular1614;Nombre1614;Solar;0.264;11.04;NA;NA;5;631;612
Región del Biobío;NA;Titular1615;Nombre1615;Solar;0.24;9.55;NA;NA;2;630;631
Región del Biobío;NA;Titular1616;Nombre1616;Solar;0.192;8;NA;NA;5;644;621
Región del Biobío;NA;Titular1617;Nombre1617;Solar;0.24;3.24;NA;NA;2;602;602
Región del Biobío;NA;Titular1618;Nombre1618;Solar;0.24;3.24;NA;NA;4;607;604
Región del Biobío;NA;Titular1619;Nombre1619;Solar;5.664;161.45;NA;NA;4;617;614
Región del Biobío;NA;Titular1620;Nombre1620;Solar;0.24;11.016;NA;NA;4;643;601
Región del Biobío;NA;Titular1621;Nombre1621;Solar;0.264;11.04;NA;NA;2;646;636
Región del Biobío;NA;Titular1622;Nombre1622;Solar;0.216;11.016;NA;NA;5;642;626
Región del Biobío;NA;Titular1623;Nombre1623;Solar;0.24;10.7;NA;NA;3;642;630
Región del Biobío;NA;Titular1624;Nombre1624;Solar;0.24;10.87;NA;NA;4;604;650
Región del Biobío;NA;Titular1625;Nombre1625;Solar;0.12;4.9;NA;NA;2;617;634
Región del Biobío;NA;Titular1626;Nombre1626;Solar;0.288;9;NA;NA;3;642;629
Región del Biobío;NA;Titular1627;Nombre1627;Solar;0.216;11.016;NA;NA;3;606;612
Región del Biobío;NA;Titular1628;Nombre1628;Solar;0.288;10;NA;NA;3;615;615
Región del Biobío;NA;Titular1629;Nombre1629;Solar;0.24;11.016;NA;NA;4;620;631
Región del Biobío;NA;Titular1630;Nombre1630;Solar;0.24;10.79;NA;NA;5;628;613
Región del Biobío;NA;Titular1631;Nombre1631;Solar;0.216;9;NA;NA;5;605;608
Región del Biobío;NA;Titular1632;Nombre1632;Solar;0.372;16.73;NA;NA;2;641;636
Región del Biobío;NA;Titular1633;Nombre1633;Solar;0.288;9;NA;NA;3;616;601
Región del Biobío;NA;Titular1634;Nombre1634;Solar;0.216;9;NA;NA;4;625;632
Región del Biobío;NA;Titular1635;Nombre1635;Solar;0.2448;11.36;NA;NA;3;637;629
Región del Biobío;NA;Titular1636;Nombre1636;Solar;0.24;10.53;NA;NA;2;625;625
Región del Biobío;NA;Titular1637;Nombre1637;Solar;0.24;10.64;NA;NA;5;612;612
Región del Biobío;NA;Titular1638;Nombre1638;Solar;6.336;290;NA;NA;3;609;641
Región del Biobío;NA;Titular1639;Nombre1639;Solar;0.288;12;NA;NA;3;632;644
Región del Biobío;NA;Titular1640;Nombre1640;Solar;0.264;11;NA;NA;3;637;650
Región del Biobío;NA;Titular1641;Nombre1641;Solar;0.264;11;NA;NA;3;634;619
Región del Biobío;NA;Titular1642;Nombre1642;Solar;5.664;161.45;NA;NA;2;641;603
Región del Biobío;NA;Titular1643;Nombre1643;Solar;0.288;11.84;NA;NA;4;634;606
Región del Biobío;NA;Titular1644;Nombre1644;Solar;0.216;11.016;NA;NA;2;645;604
Región del Biobío;NA;Titular1645;Nombre1645;Solar;0.216;11.016;NA;NA;3;635;640
Región del Biobío;NA;Titular1646;Nombre1646;Solar;0.24;10.61;NA;NA;3;636;649
Región del Biobío;NA;Titular1647;Nombre1647;Solar;0.24;10.53;NA;NA;5;601;618
Región del Biobío;NA;Titular1648;Nombre1648;Solar;0.24;11.016;NA;NA;3;632;627
Región del Biobío;NA;Titular1649;Nombre1649;Solar;0.264;11.04;NA;NA;4;632;633
Región del Biobío;NA;Titular1650;Nombre1650;Solar;0.216;9;NA;NA;2;612;625
Región del Biobío;NA;Titular1651;Nombre1651;Solar;0.1176;4.55;NA;NA;3;639;628
Región del Biobío;NA;Titular1652;Nombre1652;Solar;0.24;11.016;NA;NA;4;633;621
Región del Biobío;NA;Titular1653;Nombre1653;Solar;0.24;10.87;NA;NA;4;641;628
Región del Biobío;NA;Titular1654;Nombre1654;Solar;0.288;10;NA;NA;2;642;650
Región del Biobío;NA;Titular1655;Nombre1655;Solar;0.264;11;NA;NA;4;647;631
Región del Biobío;NA;Titular1656;Nombre1656;Solar;0.24;10.53;NA;NA;4;622;610
Región del Biobío;NA;Titular1657;Nombre1657;Solar;0.216;11.016;NA;NA;5;616;621
Región del Biobío;NA;Titular1658;Nombre1658;Solar;0.264;11.04;NA;NA;2;610;643
Región del Biobío;NA;Titular1659;Nombre1659;Solar;0.288;9;NA;NA;5;614;640
Región del Biobío;NA;Titular1660;Nombre1660;Solar;0.264;11.04;NA;NA;4;606;632
Región del Biobío;NA;Titular1661;Nombre1661;Solar;0.156;6.78;NA;NA;3;631;608
Región del Biobío;NA;Titular1662;Nombre1662;Solar;5.664;161.45;NA;NA;3;602;615
Región del Biobío;NA;Titular1663;Nombre1663;Solar;0.24;9.55;NA;NA;3;649;628
Región del Biobío;NA;Titular1664;Nombre1664;Solar;0.216;11.016;NA;NA;2;607;647
Región del Biobío;NA;Titular1665;Nombre1665;Solar;0.216;10.87;NA;NA;5;631;611
Región del Biobío;NA;Titular1666;Nombre1666;Solar;0.24;11.016;NA;NA;4;618;621
Región del Biobío;NA;Titular1667;Nombre1667;Solar;5.664;161.45;NA;NA;4;623;622
Región del Biobío;NA;Titular1668;Nombre1668;Solar;0.288;10;NA;NA;2;604;618
Región del Biobío;NA;Titular1669;Nombre1669;Solar;0.288;9;NA;NA;2;612;606
Región del Biobío;NA;Titular1670;Nombre1670;Solar;0.192;8;NA;NA;4;611;612
Región del Biobío;NA;Titular1671;Nombre1671;Solar;0.192;8;NA;NA;4;636;612
Región del Biobío;NA;Titular1672;Nombre1672;Solar;0.216;9;NA;NA;2;649;648
Región del Biobío;NA;Titular1673;Nombre1673;Solar;0.264;11.04;NA;NA;4;615;647
Región del Biobío;NA;Titular1674;Nombre1674;Solar;0.264;11.04;NA;NA;2;635;629
Región del Biobío;NA;Titular1675;Nombre1675;Solar;0.372;16.73;NA;NA;4;634;633
Región del Biobío;NA;Titular1676;Nombre1676;Solar;0.48;11.65;NA;NA;3;628;640
Región del Biobío;NA;Titular1677;Nombre1677;Solar;0.288;12;NA;NA;2;644;604
Región del Biobío;NA;Titular1678;Nombre1678;Solar;0.264;11.04;NA;NA;2;629;623
Región del Biobío;NA;Titular1679;Nombre1679;Solar;0.372;16.73;NA;NA;5;640;635
Región del Biobío;NA;Titular1680;Nombre1680;Solar;0.24;10.87;NA;NA;2;646;613
Región del Biobío;NA;Titular1681;Nombre1681;Solar;0.2448;11.36;NA;NA;2;625;642
Región del Biobío;NA;Titular1682;Nombre1682;Solar;0.2448;11.36;NA;NA;2;636;646
Región del Biobío;NA;Titular1683;Nombre1683;Solar;0.264;11.04;NA;NA;5;639;648
Región del Biobío;NA;Titular1684;Nombre1684;Solar;0.24;11;NA;NA;3;615;641
Región del Biobío;NA;Titular1685;Nombre1685;Solar;0.216;11.016;NA;NA;2;648;641
Región del Biobío;NA;Titular1686;Nombre1686;Solar;0.192;8;NA;NA;2;629;612
Región del Biobío;NA;Titular1687;Nombre1687;Solar;5.664;161.45;NA;NA;5;605;615
Región del Biobío;NA;Titular1688;Nombre1688;Solar;0.24;10.64;NA;NA;5;635;647
Región del Biobío;NA;Titular1689;Nombre1689;Solar;0.288;10;NA;NA;5;630;620
Región del Biobío;NA;Titular1690;Nombre1690;Solar;0.288;9;NA;NA;2;622;614
Región del Biobío;NA;Titular1691;Nombre1691;Solar;0.192;8;NA;NA;2;622;623
Región del Biobío;NA;Titular1692;Nombre1692;Solar;0.156;6.78;NA;NA;3;621;648
Región del Biobío;NA;Titular1693;Nombre1693;Solar;0.24;10.64;NA;NA;3;606;649
Región del Biobío;NA;Titular1694;Nombre1694;Solar;0.216;9;NA;NA;2;610;615
Región del Biobío;NA;Titular1695;Nombre1695;Solar;0.264;11.04;NA;NA;3;612;617
Región del Biobío;NA;Titular1696;Nombre1696;Solar;0.288;12;NA;NA;2;605;626
Región del Biobío;NA;Titular1697;Nombre1697;Solar;0.12;4.9;NA;NA;5;650;637
Región del Biobío;NA;Titular1698;Nombre1698;Solar;0.288;10;NA;NA;4;619;625
Región del Biobío;NA;Titular1699;Nombre1699;Solar;0.216;11.016;NA;NA;5;639;601
Región del Biobío;NA;Titular1700;Nombre1700;Solar;0.408;18.3;NA;NA;4;609;605
Región del Biobío;NA;Titular1701;Nombre1701;Solar;0.288;11.84;NA;NA;3;608;640
Región del Biobío;NA;Titular1702;Nombre1702;Solar;0.264;11.04;NA;NA;4;650;628
Región del Biobío;NA;Titular1703;Nombre1703;Solar;0.24;11;NA;NA;5;639;640
Región del Biobío;NA;Titular1704;Nombre1704;Solar;0.24;10.53;NA;NA;2;610;620
Región del Biobío;NA;Titular1705;Nombre1705;Solar;6.336;290;NA;NA;2;645;649
Región del Biobío;NA;Titular1706;Nombre1706;Solar;0.24;10.61;NA;NA;2;625;650
Región del Biobío;NA;Titular1707;Nombre1707;Solar;0.168;6.77;NA;NA;5;623;605
Región del Biobío;NA;Titular1708;Nombre1708;Solar;0.168;7.016;NA;NA;3;637;616
Región del Biobío;NA;Titular1709;Nombre1709;Solar;0.24;10.16;NA;NA;2;644;637
Región del Biobío;NA;Titular1710;Nombre1710;Solar;6.336;290;NA;NA;3;636;646
Región del Biobío;NA;Titular1711;Nombre1711;Solar;0.192;8;NA;NA;3;609;620
Región del Biobío;NA;Titular1712;Nombre1712;Solar;0.216;11.016;NA;NA;2;635;631
Región del Biobío;NA;Titular1713;Nombre1713;Solar;0.288;10;NA;NA;4;608;636
Región del Biobío;NA;Titular1714;Nombre1714;Solar;0.192;8;NA;NA;3;608;650
Región del Biobío;NA;Titular1715;Nombre1715;Solar;0.1176;4.55;NA;NA;2;638;629
Región del Biobío;NA;Titular1716;Nombre1716;Solar;0.372;16.73;NA;NA;5;619;602
Región del Biobío;NA;Titular1717;Nombre1717;Solar;0.264;11.04;NA;NA;2;639;638
Región del Biobío;NA;Titular1718;Nombre1718;Solar;0.168;7.016;NA;NA;2;647;603
Región del Biobío;NA;Titular1719;Nombre1719;Solar;0.192;8;NA;NA;4;637;646
Región del Biobío;NA;Titular1720;Nombre1720;Solar;0.264;11;NA;NA;5;634;606
Región del Biobío;NA;Titular1721;Nombre1721;Solar;0.24;11.016;NA;NA;4;641;613
Región del Biobío;NA;Titular1722;Nombre1722;Solar;0.24;10.61;NA;NA;2;643;642
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1723;Nombre1723;Eólica;5.808;107;NA;NA;9;669;654
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1724;Nombre1724;Eólica;5.808;107;NA;NA;15;659;690
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1725;Nombre1725;Eólica;9.6;364;NA;NA;13;670;683
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1726;Nombre1726;Eólica;3.6;138;NA;NA;12;672;669
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1727;Nombre1727;Eólica;5.808;107;NA;NA;13;700;674
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1728;Nombre1728;Eólica;3.6;138;NA;NA;15;652;675
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1729;Nombre1729;Eólica;5.808;107;NA;NA;15;678;679
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1730;Nombre1730;Hidro;0.108;9.05;NA;NA;5;672;669
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1731;Nombre1731;Hidro;0.72;11.5;NA;NA;5;654;677
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1732;Nombre1732;Hidro;0.108;9.05;NA;NA;5;686;672
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1733;Nombre1733;Hidro;0.72;11.5;NA;NA;2;695;670
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1734;Nombre1734;Hidro;0.72;11.5;NA;NA;5;679;679
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1735;Nombre1735;Hidro;0.108;9.05;NA;NA;5;687;687
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1736;Nombre1736;Hidro;0.1536;2.56;NA;NA;5;681;692
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1737;Nombre1737;Solar;0.48;10.52;NA;NA;4;668;651
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1738;Nombre1738;Solar;12;249.7;NA;NA;4;654;685
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1739;Nombre1739;Solar;0.36;9.99;NA;NA;4;695;651
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1740;Nombre1740;Solar;0.24;10.8;NA;NA;5;676;651
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1741;Nombre1741;Solar;0.48;11;NA;NA;3;654;687
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1742;Nombre1742;Solar;0.288;11.47;NA;NA;5;695;697
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1743;Nombre1743;Solar;0.1584;7.18;NA;NA;2;669;673
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1744;Nombre1744;Solar;0.2256;10.5;NA;NA;4;682;694
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1745;Nombre1745;Solar;0.24;11;NA;NA;4;693;695
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1746;Nombre1746;Solar;3.504;121;NA;NA;2;668;652
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1747;Nombre1747;Solar;0.2256;10.5;NA;NA;3;676;685
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1748;Nombre1748;Solar;0.216;10.6;NA;NA;3;687;655
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1749;Nombre1749;Solar;0.168;7.033;NA;NA;5;684;652
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1750;Nombre1750;Solar;0.0192;0.8295;NA;NA;2;677;685
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1751;Nombre1751;Solar;0.5328;10.415;NA;NA;5;658;678
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1752;Nombre1752;Solar;0.24;10.52;NA;NA;2;671;677
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1753;Nombre1753;Solar;0.288;11.47;NA;NA;2;687;667
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1754;Nombre1754;Solar;4.008;207.86;NA;NA;3;681;673
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1755;Nombre1755;Solar;1.584;24;NA;NA;2;652;680
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1756;Nombre1756;Solar;0.1848;8.44;NA;NA;5;674;654
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1757;Nombre1757;Solar;0.276;8;NA;NA;5;686;672
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1758;Nombre1758;Solar;0.36;10.3;NA;NA;2;669;698
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1759;Nombre1759;Solar;0.288;12;NA;NA;5;694;677
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1760;Nombre1760;Solar;0.24;11;NA;NA;2;679;677
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1761;Nombre1761;Solar;0.288;12;NA;NA;4;697;690
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1762;Nombre1762;Solar;0.288;11.7;NA;NA;2;696;675
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1763;Nombre1763;Solar;3.504;121;NA;NA;4;659;667
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1764;Nombre1764;Solar;0.288;11.75;NA;NA;4;652;677
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1765;Nombre1765;Solar;0.264;9;NA;NA;5;654;699
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1766;Nombre1766;Solar;4.32;180;NA;NA;3;696;656
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1767;Nombre1767;Solar;0.264;15.4;NA;NA;5;672;682
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1768;Nombre1768;Solar;0.1872;8;NA;NA;4;669;664
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1769;Nombre1769;Solar;0.2832;11.75;NA;NA;3;680;657
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1770;Nombre1770;Solar;3.504;121;NA;NA;3;666;653
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1771;Nombre1771;Solar;0.1872;8;NA;NA;3;656;682
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1772;Nombre1772;Solar;0.1872;8;NA;NA;3;694;675
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1773;Nombre1773;Solar;0.264;11.36;NA;NA;2;653;675
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1774;Nombre1774;Solar;2.16;93;NA;NA;4;679;696
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1775;Nombre1775;Solar;0.168;7.033;NA;NA;4;685;656
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1776;Nombre1776;Solar;0.24;11;NA;NA;5;678;681
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1777;Nombre1777;Solar;0.1848;8.38;NA;NA;5;675;659
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1778;Nombre1778;Solar;12;249.7;NA;NA;2;696;682
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1779;Nombre1779;Solar;12;249.7;NA;NA;3;690;682
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1780;Nombre1780;Solar;0.2448;10.8;NA;NA;2;700;686
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1781;Nombre1781;Solar;0.2448;10.8;NA;NA;5;654;700
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1782;Nombre1782;Solar;0.276;9;NA;NA;3;696;674
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1783;Nombre1783;Solar;0.48;11;NA;NA;5;699;652
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1784;Nombre1784;Solar;0.156;6.54;NA;NA;4;667;659
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1785;Nombre1785;Solar;0.1752;7.5;NA;NA;3;682;689
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1786;Nombre1786;Solar;0.276;9;NA;NA;5;657;662
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1787;Nombre1787;Solar;0.24;10.52;NA;NA;5;689;695
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1788;Nombre1788;Solar;0.288;9.58;NA;NA;2;668;684
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1789;Nombre1789;Solar;0.288;7.61;NA;NA;4;676;692
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1790;Nombre1790;Solar;0.216;9;NA;NA;3;677;678
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1791;Nombre1791;Solar;0.288;9.58;NA;NA;4;683;669
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1792;Nombre1792;Solar;4.32;180;NA;NA;3;655;686
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1793;Nombre1793;Solar;0.24;10.64;NA;NA;5;664;698
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1794;Nombre1794;Solar;0.2472;10.26;NA;NA;4;693;693
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1795;Nombre1795;Solar;0.24;9.59;NA;NA;4;672;689
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1796;Nombre1796;Solar;0.288;11.47;NA;NA;3;668;655
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1797;Nombre1797;Solar;0.276;9;NA;NA;4;652;696
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1798;Nombre1798;Solar;0.5328;10.415;NA;NA;2;668;676
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1799;Nombre1799;Solar;3.504;121;NA;NA;3;680;684
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1800;Nombre1800;Solar;0.1584;7.6;NA;NA;5;655;686
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1801;Nombre1801;Solar;3.36;175;NA;NA;3;700;684
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1802;Nombre1802;Solar;0.36;7.14;NA;NA;2;695;685
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1803;Nombre1803;Solar;0.168;7.84;NA;NA;5;680;700
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1804;Nombre1804;Solar;0.276;9;NA;NA;5;696;657
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1805;Nombre1805;Solar;0.288;8.23;NA;NA;5;700;651
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1806;Nombre1806;Solar;0.264;11.36;NA;NA;2;689;679
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1807;Nombre1807;Solar;0.2832;11.76;NA;NA;2;666;673
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1808;Nombre1808;Solar;0.24;3.24;NA;NA;2;694;677
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1809;Nombre1809;Solar;0.264;9;NA;NA;4;692;676
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1810;Nombre1810;Solar;0.36;10.3;NA;NA;2;653;652
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1811;Nombre1811;Solar;2.88;115.002;NA;NA;3;659;669
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1812;Nombre1812;Solar;0.2688;11.188;NA;NA;5;653;677
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1813;Nombre1813;Solar;0.96;63.07;NA;NA;2;669;692
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1814;Nombre1814;Solar;0.24;12;NA;NA;5;682;670
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1815;Nombre1815;Solar;0.1752;7.5;NA;NA;5;694;668
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1816;Nombre1816;Solar;0.324;10.79;NA;NA;2;663;657
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1817;Nombre1817;Solar;0.36;9;NA;NA;5;696;661
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1818;Nombre1818;Solar;0.36;10.3;NA;NA;3;695;680
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1819;Nombre1819;Solar;0.24;3.24;NA;NA;3;666;653
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1820;Nombre1820;Solar;0.288;12;NA;NA;3;691;682
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1821;Nombre1821;Solar;0.2256;10.5;NA;NA;3;685;660
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1822;Nombre1822;Solar;0.1848;8.38;NA;NA;2;678;658
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1823;Nombre1823;Solar;0.2688;10.12;NA;NA;5;689;660
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1824;Nombre1824;Solar;0.432;9;NA;NA;2;688;693
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1825;Nombre1825;Solar;1.32;60;NA;NA;5;679;688
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1826;Nombre1826;Solar;0.288;11.7;NA;NA;2;652;694
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1827;Nombre1827;Solar;3.504;141;NA;NA;4;684;664
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1828;Nombre1828;Solar;0.288;12.02;NA;NA;2;689;653
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1829;Nombre1829;Solar;0.24;11.56;NA;NA;5;657;678
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1830;Nombre1830;Solar;0.276;10.75;NA;NA;3;696;692
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1831;Nombre1831;Solar;4.32;180;NA;NA;2;690;651
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1832;Nombre1832;Solar;0.288;12.02;NA;NA;4;673;665
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1833;Nombre1833;Solar;0.36;8.99;NA;NA;5;676;680
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1834;Nombre1834;Solar;0.48;12.52;NA;NA;4;658;660
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1835;Nombre1835;Solar;3.504;141;NA;NA;2;699;688
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1836;Nombre1836;Solar;0.156;9;NA;NA;5;683;663
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1837;Nombre1837;Solar;0.2064;7.83;NA;NA;3;693;657
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1838;Nombre1838;Solar;0.288;12;NA;NA;4;661;685
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1839;Nombre1839;Solar;0.324;10.8;NA;NA;4;653;658
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1840;Nombre1840;Solar;0.276;8;NA;NA;5;661;653
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1841;Nombre1841;Solar;0.24;11.7;NA;NA;2;653;678
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1842;Nombre1842;Solar;0.216;10.69;NA;NA;4;698;700
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1843;Nombre1843;Solar;0.432;9;NA;NA;3;697;699
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1844;Nombre1844;Solar;1.848;69.8;NA;NA;5;664;683
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1845;Nombre1845;Solar;0.264;11;NA;NA;2;655;654
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1846;Nombre1846;Solar;0.264;9;NA;NA;2;690;664
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1847;Nombre1847;Solar;0.2568;10.52;NA;NA;2;683;677
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1848;Nombre1848;Solar;0.264;11;NA;NA;2;661;694
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1849;Nombre1849;Solar;0.1848;8.38;NA;NA;2;700;655
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1850;Nombre1850;Solar;0.264;11;NA;NA;5;663;675
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1851;Nombre1851;Solar;0.24;10.03;NA;NA;4;664;678
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1852;Nombre1852;Solar;0.24;9.79;NA;NA;5;656;662
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1853;Nombre1853;Solar;0.24;9.59;NA;NA;2;667;690
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1854;Nombre1854;Solar;0.288;7.61;NA;NA;5;690;659
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1855;Nombre1855;Solar;0.216;6.47;NA;NA;4;657;690
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1856;Nombre1856;Solar;0.288;11.75;NA;NA;3;651;690
