Region;Comuna;Titular;Nombre;Tecnologia;Inversion_MUF;Capacidad_MW;Latitud;Longitud;Plazo;NumeroBanda
Región de Valparaíso;NA;Titular1268;Nombre1268;Solar;3.84;120;NA;NA;5;570
Región de Valparaíso;NA;Titular1269;Nombre1269;Solar;0.288;12;NA;NA;5;562
Región de Valparaíso;NA;Titular1270;Nombre1270;Solar;0.24;11.4;NA;NA;3;576
Región de Valparaíso;NA;Titular1271;Nombre1271;Solar;0.2256;10.5;NA;NA;2;593
Región de Valparaíso;NA;Titular1272;Nombre1272;Solar;0.36;7.4952;NA;NA;4;596
Región de Valparaíso;NA;Titular1273;Nombre1273;Solar;0.144;7.2;NA;NA;4;568
Región de Valparaíso;NA;Titular1274;Nombre1274;Solar;0.1896;6;NA;NA;4;583
Región de Valparaíso;NA;Titular1275;Nombre1275;Solar;0.2952;10.8;NA;NA;4;592
Región de Valparaíso;NA;Titular1276;Nombre1276;Solar;0.18;7.01568;NA;NA;3;555
Región de Valparaíso;NA;Titular1277;Nombre1277;Solar;3.84;120;NA;NA;4;563
Región de Valparaíso;NA;Titular1278;Nombre1278;Solar;0.0696;4.1;NA;NA;5;555
Región de Valparaíso;NA;Titular1279;Nombre1279;Solar;0.456;14.77;NA;NA;5;561
Región de Valparaíso;NA;Titular1280;Nombre1280;Solar;0.1896;6;NA;NA;2;590
Región de Valparaíso;NA;Titular1281;Nombre1281;Solar;0.192;7.13;NA;NA;2;567
Región de Valparaíso;NA;Titular1282;Nombre1282;Solar;0.0744;2.3;NA;NA;4;597
Región de Valparaíso;NA;Titular1283;Nombre1283;Solar;0.288;10.57;NA;NA;5;563
Región de Valparaíso;NA;Titular1284;Nombre1284;Solar;0.216;11.75;NA;NA;5;572
Región de Valparaíso;NA;Titular1285;Nombre1285;Solar;0.192;10.5;NA;NA;3;575
Región de Valparaíso;NA;Titular1286;Nombre1286;Solar;0.2952;11.9;NA;NA;3;584
Región de Valparaíso;NA;Titular1287;Nombre1287;Solar;0.18;7.01568;NA;NA;5;559
Región de Valparaíso;NA;Titular1288;Nombre1288;Solar;1.8;68.32;NA;NA;2;576
Región de Valparaíso;NA;Titular1289;Nombre1289;Solar;0.2544;10.66;NA;NA;5;597
Región de Valparaíso;NA;Titular1290;Nombre1290;Solar;8.4;299;NA;NA;3;561
Región de Valparaíso;NA;Titular1291;Nombre1291;Solar;3.96;191.93;NA;NA;5;555
Región de Valparaíso;NA;Titular1292;Nombre1292;Solar;0.6;14.45;NA;NA;4;561
Región de Valparaíso;NA;Titular1293;Nombre1293;Solar;9.2472;130;NA;NA;3;564
Región de Valparaíso;NA;Titular1294;Nombre1294;Solar;0.24;10.61;NA;NA;3;597
Región de Valparaíso;NA;Titular1295;Nombre1295;Solar;0.24;12.79;NA;NA;2;594
Región de Valparaíso;NA;Titular1296;Nombre1296;Solar;0.24;12.936;NA;NA;5;566
Región de Valparaíso;NA;Titular1297;Nombre1297;Solar;0.24;10.61;NA;NA;2;555
Región de Valparaíso;NA;Titular1298;Nombre1298;Solar;0.1896;6;NA;NA;2;578
Región de Valparaíso;NA;Titular1299;Nombre1299;Solar;0.24;10.61;NA;NA;5;555
Región de Valparaíso;NA;Titular1300;Nombre1300;Solar;0.24;11;NA;NA;2;575
Región de Valparaíso;NA;Titular1301;Nombre1301;Solar;0.2832;11.75;NA;NA;3;566
Región de Valparaíso;NA;Titular1302;Nombre1302;Solar;6.96;240.8;NA;NA;2;597
Región de Valparaíso;NA;Titular1303;Nombre1303;Solar;2.784;161.1;NA;NA;4;578
Región de Valparaíso;NA;Titular1304;Nombre1304;Solar;2.5296;100;NA;NA;4;564
Región de Valparaíso;NA;Titular1305;Nombre1305;Solar;0.24;12.16;NA;NA;3;559
Región de Valparaíso;NA;Titular1306;Nombre1306;Solar;0.288;10.46;NA;NA;2;582
Región de Valparaíso;NA;Titular1307;Nombre1307;Solar;0.2664;9.27;NA;NA;5;582
Región de Valparaíso;NA;Titular1308;Nombre1308;Solar;0.168;7;NA;NA;3;574
Región de Valparaíso;NA;Titular1309;Nombre1309;Solar;0.168;3.7;NA;NA;4;600
Región de Valparaíso;NA;Titular1310;Nombre1310;Solar;3;70;NA;NA;3;555
Región de Valparaíso;NA;Titular1311;Nombre1311;Solar;6.96;240.8;NA;NA;5;588
Región de Valparaíso;NA;Titular1312;Nombre1312;Solar;0.96;9;NA;NA;3;582
Región de Valparaíso;NA;Titular1313;Nombre1313;Solar;0.24;8.99;NA;NA;2;571
Región de Valparaíso;NA;Titular1314;Nombre1314;Solar;0.24;10.61;NA;NA;4;579
Región de Valparaíso;NA;Titular1315;Nombre1315;Solar;0.24;10.61;NA;NA;5;586
Región de Valparaíso;NA;Titular1316;Nombre1316;Solar;0.36;12.61;NA;NA;4;596
Región de Valparaíso;NA;Titular1317;Nombre1317;Solar;0.0744;2.3;NA;NA;2;572
Región de Valparaíso;NA;Titular1318;Nombre1318;Solar;0.0576;3.02;NA;NA;5;551
Región de Valparaíso;NA;Titular1319;Nombre1319;Solar;0.2448;10.8;NA;NA;4;593
Región de Valparaíso;NA;Titular1320;Nombre1320;Solar;0.24;10.88;NA;NA;5;575
Región de Valparaíso;NA;Titular1321;Nombre1321;Solar;2.784;140.83;NA;NA;4;575
Región de Valparaíso;NA;Titular1322;Nombre1322;Solar;0.288;10.44;NA;NA;2;600
Región de Valparaíso;NA;Titular1323;Nombre1323;Solar;3.84;120;NA;NA;3;592
Región de Valparaíso;NA;Titular1324;Nombre1324;Solar;0.18;7.01568;NA;NA;2;573
Región de Valparaíso;NA;Titular1325;Nombre1325;Solar;0.1272;2.58;NA;NA;4;582
Región de Valparaíso;NA;Titular1326;Nombre1326;Solar;0.12;3.23;NA;NA;3;569
Región de Valparaíso;NA;Titular1327;Nombre1327;Solar;0.168;7;NA;NA;3;573
Región de Valparaíso;NA;Titular1328;Nombre1328;Solar;0.216;11.75;NA;NA;4;561
Región de Valparaíso;NA;Titular1329;Nombre1329;Solar;0.264;11.79;NA;NA;3;575
Región de Valparaíso;NA;Titular1330;Nombre1330;Solar;0.2952;10.8;NA;NA;5;588
Región de Valparaíso;NA;Titular1331;Nombre1331;Solar;0.2568;10.52;NA;NA;2;556
Región de Valparaíso;NA;Titular1332;Nombre1332;Solar;0.288;11.73;NA;NA;2;558
Región de Valparaíso;NA;Titular1333;Nombre1333;Solar;0.24;11.4;NA;NA;5;584
Región de Valparaíso;NA;Titular1334;Nombre1334;Solar;0.2448;10.81;NA;NA;5;578
Región de Valparaíso;NA;Titular1335;Nombre1335;Solar;2.784;161.1;NA;NA;3;595
Región de Valparaíso;NA;Titular1336;Nombre1336;Solar;0.24;10.61;NA;NA;2;571
Región de Valparaíso;NA;Titular1337;Nombre1337;Solar;0.24;3.23;NA;NA;3;587
Región de Valparaíso;NA;Titular1338;Nombre1338;Solar;0.96;55;NA;NA;4;555
Región de Valparaíso;NA;Titular1339;Nombre1339;Solar;0.3864;6.098;NA;NA;2;583
Región de Valparaíso;NA;Titular1340;Nombre1340;Solar;2.04;127.7;NA;NA;4;578
Región de Valparaíso;NA;Titular1341;Nombre1341;Solar;0.2952;10.8;NA;NA;2;560
Región de Valparaíso;NA;Titular1342;Nombre1342;Solar;0.264;9.936;NA;NA;3;580
Región de Valparaíso;NA;Titular1343;Nombre1343;Solar;0.144;6.295;NA;NA;4;564
Región de Valparaíso;NA;Titular1344;Nombre1344;Solar;0.216;7.224;NA;NA;3;578
Región de Valparaíso;NA;Titular1345;Nombre1345;Solar;0.2952;9;NA;NA;5;583
Región de Valparaíso;NA;Titular1346;Nombre1346;Solar;0.18;7.01568;NA;NA;3;566
Región de Valparaíso;NA;Titular1347;Nombre1347;Solar;0.24;10.61;NA;NA;5;593
Región de Valparaíso;NA;Titular1348;Nombre1348;Solar;0.1992;8.27;NA;NA;5;567
Región de Valparaíso;NA;Titular1349;Nombre1349;Solar;0.216;7.224;NA;NA;2;574
Región de Valparaíso;NA;Titular1350;Nombre1350;Solar;0.18;7.01568;NA;NA;5;595
Región de Valparaíso;NA;Titular1351;Nombre1351;Solar;0.6;10.16;NA;NA;2;568
Región de Valparaíso;NA;Titular1352;Nombre1352;Solar;0.288;10.44;NA;NA;4;576
Región de Valparaíso;NA;Titular1353;Nombre1353;Solar;0.2952;9;NA;NA;4;551
Región de Valparaíso;NA;Titular1354;Nombre1354;Solar;1.8;50.24;NA;NA;2;569
Región de Valparaíso;NA;Titular1355;Nombre1355;Solar;1.44;81.17;NA;NA;3;587
Región de Valparaíso;NA;Titular1356;Nombre1356;Solar;0.264;9.936;NA;NA;4;561
Región de Valparaíso;NA;Titular1357;Nombre1357;Solar;2.784;140.83;NA;NA;5;578
Región de Valparaíso;NA;Titular1358;Nombre1358;Solar;0.24;12;NA;NA;2;557
Región de Valparaíso;NA;Titular1359;Nombre1359;Solar;0.36;7.14;NA;NA;3;552
Región de Valparaíso;NA;Titular1360;Nombre1360;Solar;0.456;14.77;NA;NA;3;575
Región de Valparaíso;NA;Titular1361;Nombre1361;Solar;0.24;10.61;NA;NA;2;571
Región de Valparaíso;NA;Titular1362;Nombre1362;Solar;0.6;14.45;NA;NA;5;580
Región de Valparaíso;NA;Titular1363;Nombre1363;Solar;0.24;10.61;NA;NA;4;587
Región de Valparaíso;NA;Titular1364;Nombre1364;Solar;0.36;7.4952;NA;NA;4;580
Región de Valparaíso;NA;Titular1365;Nombre1365;Solar;0.144;6;NA;NA;5;562
Región de Valparaíso;NA;Titular1366;Nombre1366;Solar;0.24;3.23;NA;NA;4;581
Región de Valparaíso;NA;Titular1367;Nombre1367;Solar;0.216;7.224;NA;NA;4;573
Región de Valparaíso;NA;Titular1368;Nombre1368;Solar;0.24;8.99;NA;NA;3;564
Región de Valparaíso;NA;Titular1369;Nombre1369;Solar;0.2544;10.66;NA;NA;3;564
Región de Valparaíso;NA;Titular1370;Nombre1370;Solar;3;70;NA;NA;4;599
Región de Valparaíso;NA;Titular1371;Nombre1371;Solar;0.96;44.4;NA;NA;2;575
Región de Valparaíso;NA;Titular1372;Nombre1372;Solar;0.192;9.38;NA;NA;3;594
Región de Valparaíso;NA;Titular1373;Nombre1373;Solar;0.2952;11.9;NA;NA;3;592
Región de Valparaíso;NA;Titular1374;Nombre1374;Solar;0.24;11.658;NA;NA;2;565
Región de Valparaíso;NA;Titular1375;Nombre1375;Solar;0.456;8.91;NA;NA;2;589
Región de Valparaíso;NA;Titular1376;Nombre1376;Solar;0.24;3.23;NA;NA;2;592
Región de Valparaíso;NA;Titular1377;Nombre1377;Solar;0.24;12.16;NA;NA;5;600
Región de Valparaíso;NA;Titular1378;Nombre1378;Solar;0.144;7.2;NA;NA;2;571
Región de Valparaíso;NA;Titular1379;Nombre1379;Solar;0.252;11.6;NA;NA;3;582
Región de Valparaíso;NA;Titular1380;Nombre1380;Solar;0.24;10.61;NA;NA;5;556
Región de Valparaíso;NA;Titular1381;Nombre1381;Solar;0.24;11;NA;NA;5;600
Región de Valparaíso;NA;Titular1382;Nombre1382;Solar;0.24;11;NA;NA;3;587
Región de Valparaíso;NA;Titular1383;Nombre1383;Solar;0.24;12;NA;NA;4;574
Región de Valparaíso;NA;Titular1384;Nombre1384;Solar;0.144;6.295;NA;NA;4;567
Región de Valparaíso;NA;Titular1385;Nombre1385;Solar;2.04;45;NA;NA;3;575
Región de Valparaíso;NA;Titular1386;Nombre1386;Solar;0.288;12;NA;NA;5;552
Región de Valparaíso;NA;Titular1387;Nombre1387;Solar;0.2544;10.66;NA;NA;5;589
Región de Valparaíso;NA;Titular1388;Nombre1388;Solar;0.2568;10.52;NA;NA;2;578
Región de Valparaíso;NA;Titular1389;Nombre1389;Solar;0.24;8.99;NA;NA;5;580
Región de Valparaíso;NA;Titular1390;Nombre1390;Solar;0.168;3.7;NA;NA;4;555
Región de Valparaíso;NA;Titular1391;Nombre1391;Solar;0.168;7;NA;NA;2;580
Región de Valparaíso;NA;Titular1392;Nombre1392;Solar;0.264;9.936;NA;NA;4;551
Región de Valparaíso;NA;Titular1393;Nombre1393;Solar;0.24;8.99;NA;NA;4;552
Región de Valparaíso;NA;Titular1394;Nombre1394;Solar;0.0744;2.3;NA;NA;5;563
Región de Valparaíso;NA;Titular1395;Nombre1395;Solar;6.96;240.8;NA;NA;4;600
Región de Valparaíso;NA;Titular1396;Nombre1396;Solar;2.5296;100;NA;NA;5;559
Región de Valparaíso;NA;Titular1397;Nombre1397;Solar;0.12;3.23;NA;NA;3;600
Región de Valparaíso;NA;Titular1398;Nombre1398;Solar;0.288;10.57;NA;NA;3;577
Región de Valparaíso;NA;Titular1399;Nombre1399;Solar;3.4056;114.3;NA;NA;3;579
Región de Valparaíso;NA;Titular1400;Nombre1400;Solar;0.2568;10.52;NA;NA;4;596
Región de Valparaíso;NA;Titular1401;Nombre1401;Solar;0.1032;3.48;NA;NA;5;571
Región de Valparaíso;NA;Titular1402;Nombre1402;Solar;1.44;66.18;NA;NA;4;588
Región de Valparaíso;NA;Titular1403;Nombre1403;Solar;0.12;3.23;NA;NA;4;555
Región de Valparaíso;NA;Titular1404;Nombre1404;Solar;0.2088;8.02;NA;NA;5;595
Región de Valparaíso;NA;Titular1405;Nombre1405;Solar;0.24;11.4;NA;NA;5;589
Región de Valparaíso;NA;Titular1406;Nombre1406;Solar;0.288;12.66;NA;NA;2;592
Región de Valparaíso;NA;Titular1407;Nombre1407;Solar;0.324;8.9832;NA;NA;2;579
Región de Valparaíso;NA;Titular1408;Nombre1408;Solar;0.3864;6.098;NA;NA;5;586
Región de Valparaíso;NA;Titular1409;Nombre1409;Solar;0.2952;11.9;NA;NA;2;585
Región de Valparaíso;NA;Titular1410;Nombre1410;Solar;0.264;11;NA;NA;5;595
Región de Valparaíso;NA;Titular1411;Nombre1411;Solar;1.8;50.24;NA;NA;3;590
Región de Valparaíso;NA;Titular1412;Nombre1412;Solar;0.24;10.88;NA;NA;5;559
Región de Valparaíso;NA;Titular1413;Nombre1413;Solar;0.2376;10.84;NA;NA;5;569
Región de Valparaíso;NA;Titular1414;Nombre1414;Solar;0.1992;8.27;NA;NA;5;596
Región de Valparaíso;NA;Titular1415;Nombre1415;Solar;3.4056;114.3;NA;NA;2;593
Región de Valparaíso;NA;Titular1416;Nombre1416;Solar;0.192;6;NA;NA;5;556
Región de Valparaíso;NA;Titular1417;Nombre1417;Solar;2.784;161.1;NA;NA;3;596
Región de Valparaíso;NA;Titular1418;Nombre1418;Solar;9.2472;130;NA;NA;4;559
Región de Valparaíso;NA;Titular1419;Nombre1419;Solar;0.288;12;NA;NA;4;553
Región de Valparaíso;NA;Titular1420;Nombre1420;Solar;0.144;6.295;NA;NA;4;560
Región de Valparaíso;NA;Titular1421;Nombre1421;Solar;0.24;12.16;NA;NA;4;583
Región de Valparaíso;NA;Titular1422;Nombre1422;Solar;0.24;11.2617;NA;NA;2;573
Región de Valparaíso;NA;Titular1423;Nombre1423;Solar;0.252;11.6;NA;NA;5;599
Región de Valparaíso;NA;Titular1424;Nombre1424;Solar;1.8;68.32;NA;NA;4;576
Región de Valparaíso;NA;Titular1425;Nombre1425;Solar;0.0744;2.36376;NA;NA;3;574
Región de Valparaíso;NA;Titular1426;Nombre1426;Solar;0.2568;10.66;NA;NA;3;600
Región de Valparaíso;NA;Titular1427;Nombre1427;Solar;0.264;7.4;NA;NA;2;575
Región de Valparaíso;NA;Titular1428;Nombre1428;Solar;0.2544;10.66;NA;NA;4;571
Región de Valparaíso;NA;Titular1429;Nombre1429;Solar;0.216;8.866;NA;NA;3;564
Región de Valparaíso;NA;Titular1430;Nombre1430;Solar;0.144;7.5;NA;NA;4;571
Región de Valparaíso;NA;Titular1431;Nombre1431;Solar;0.18;7.01568;NA;NA;4;591
Región de Valparaíso;NA;Titular1432;Nombre1432;Solar;0.24;3.23;NA;NA;2;557
Región de Valparaíso;NA;Titular1433;Nombre1433;Solar;0.252;11.6;NA;NA;3;558
Región de Valparaíso;NA;Titular1434;Nombre1434;Solar;0.24;10.61;NA;NA;5;590
Región de Valparaíso;NA;Titular1435;Nombre1435;Solar;0.2544;10.66;NA;NA;3;586
Región de Valparaíso;NA;Titular1436;Nombre1436;Solar;0.144;7.5;NA;NA;3;579
Región de Valparaíso;NA;Titular1437;Nombre1437;Solar;1.8;68.32;NA;NA;2;588
Región de Valparaíso;NA;Titular1438;Nombre1438;Solar;4.44;82;NA;NA;2;580
Región de Valparaíso;NA;Titular1439;Nombre1439;Solar;0.24;12.79;NA;NA;2;580
Región de Valparaíso;NA;Titular1440;Nombre1440;Solar;0.204;9.3912;NA;NA;5;581
Región de Valparaíso;NA;Titular1441;Nombre1441;Solar;0.264;11.7;NA;NA;3;581
Región de Valparaíso;NA;Titular1442;Nombre1442;Solar;0.2376;11;NA;NA;4;571
Región de Valparaíso;NA;Titular1443;Nombre1443;Solar;0.192;6;NA;NA;3;584
Región de Valparaíso;NA;Titular1444;Nombre1444;Solar;3.12;84;NA;NA;5;569
Región de Valparaíso;NA;Titular1445;Nombre1445;Solar;0.084;4.04;NA;NA;3;560
Región de Valparaíso;NA;Titular1446;Nombre1446;Solar;0.84;9;NA;NA;3;551
Región de Valparaíso;NA;Titular1447;Nombre1447;Solar;0.2376;10.89;NA;NA;3;585
Región de Valparaíso;NA;Titular1448;Nombre1448;Solar;0.0576;3.02;NA;NA;3;573
Región de Valparaíso;NA;Titular1449;Nombre1449;Solar;0.264;9.936;NA;NA;4;561
Región de Valparaíso;NA;Titular1450;Nombre1450;Solar;0.2952;10.8;NA;NA;5;598
Región de Valparaíso;NA;Titular1451;Nombre1451;Solar;1.44;81.17;NA;NA;2;569
Región de Valparaíso;NA;Titular1452;Nombre1452;Solar;0.24;11.2617;NA;NA;3;556
Región de Valparaíso;NA;Titular1453;Nombre1453;Solar;0.2376;10.89;NA;NA;3;592
Región de Valparaíso;NA;Titular1454;Nombre1454;Solar;4.8;234;NA;NA;3;552
Región de Valparaíso;NA;Titular1455;Nombre1455;Solar;0.1608;10.5;NA;NA;5;590
Región de Valparaíso;NA;Titular1456;Nombre1456;Solar;0.24;10.61;NA;NA;2;592
Región de Valparaíso;NA;Titular1457;Nombre1457;Solar;0.24;12;NA;NA;5;581
Región de Valparaíso;NA;Titular1458;Nombre1458;Solar;3.12;84;NA;NA;5;573
Región de Valparaíso;NA;Titular1459;Nombre1459;Solar;0.2544;10.66;NA;NA;2;565
Región de Valparaíso;NA;Titular1460;Nombre1460;Solar;0.144;6.295;NA;NA;3;578
Región de Valparaíso;NA;Titular1461;Nombre1461;Solar;0.2616;10.8;NA;NA;3;558
Región de Valparaíso;NA;Titular1462;Nombre1462;Solar;3.84;120;NA;NA;5;591
Región de Valparaíso;NA;Titular1463;Nombre1463;Solar;2.5296;100;NA;NA;4;565
Región de Valparaíso;NA;Titular1464;Nombre1464;Solar;0.324;8.9832;NA;NA;3;554
Región de Valparaíso;NA;Titular1465;Nombre1465;Solar;0.2616;10.8;NA;NA;5;559
Región de Valparaíso;NA;Titular1466;Nombre1466;Solar;1.8;68.32;NA;NA;5;577
Región de Valparaíso;NA;Titular1467;Nombre1467;Solar;3.12;84;NA;NA;4;570
Región de Valparaíso;NA;Titular1468;Nombre1468;Solar;8.4;349.245;NA;NA;2;584
Región de Valparaíso;NA;Titular1469;Nombre1469;Solar;0.2448;10.81;NA;NA;5;556
Región de Valparaíso;NA;Titular1470;Nombre1470;Solar;0.324;8.9832;NA;NA;3;597
Región de Valparaíso;NA;Titular1471;Nombre1471;Solar;0.96;44.4;NA;NA;4;576
Región de Valparaíso;NA;Titular1472;Nombre1472;Solar;1.68;105.41;NA;NA;2;580
Región de Valparaíso;NA;Titular1473;Nombre1473;Solar;0.2568;10.66;NA;NA;4;558
Región de Valparaíso;NA;Titular1474;Nombre1474;Solar;0.24;11;NA;NA;3;566
Región de Valparaíso;NA;Titular1475;Nombre1475;Solar;0.96;44.4;NA;NA;4;561
Región de Valparaíso;NA;Titular1476;Nombre1476;Solar;2.784;140.83;NA;NA;2;572
Región de Valparaíso;NA;Titular1477;Nombre1477;Solar;0.144;7.5;NA;NA;4;553
Región de Valparaíso;NA;Titular1478;Nombre1478;Solar;0.2088;8.02;NA;NA;3;586
Región de Valparaíso;NA;Titular1479;Nombre1479;Solar;2.784;161.1;NA;NA;3;592
Región de Valparaíso;NA;Titular1480;Nombre1480;Solar;0.1992;8.27;NA;NA;4;574
Región de Valparaíso;NA;Titular1481;Nombre1481;Solar;0.192;7.13;NA;NA;4;552
Región de Valparaíso;NA;Titular1482;Nombre1482;Solar;4.8;234;NA;NA;5;585
Región de Valparaíso;NA;Titular1483;Nombre1483;Solar;0.24;12.16;NA;NA;3;553
Región de Valparaíso;NA;Titular1484;Nombre1484;Solar;0.144;7.5;NA;NA;5;564
Región de Valparaíso;NA;Titular1485;Nombre1485;Solar;0.324;8.9832;NA;NA;5;574
Región de Valparaíso;NA;Titular1486;Nombre1486;Solar;0.2088;8.02;NA;NA;3;560
Región de Valparaíso;NA;Titular1487;Nombre1487;Solar;0.24;12.79;NA;NA;5;595
Región de Valparaíso;NA;Titular1488;Nombre1488;Solar;0.216;11.75;NA;NA;5;586
Región de Valparaíso;NA;Titular1489;Nombre1489;Solar;9.2472;130;NA;NA;3;563
Región de Valparaíso;NA;Titular1490;Nombre1490;Solar;1.08;24;NA;NA;2;599
Región de Valparaíso;NA;Titular1491;Nombre1491;Solar;0.2448;10.8;NA;NA;2;565
Región de Valparaíso;NA;Titular1492;Nombre1492;Solar;0.84;9;NA;NA;2;586
Región de Valparaíso;NA;Titular1493;Nombre1493;Solar;0.24;11.2617;NA;NA;4;591
Región de Valparaíso;NA;Titular1494;Nombre1494;Solar;0.216;10.71;NA;NA;4;591
Región de Valparaíso;NA;Titular1495;Nombre1495;Solar;0.192;9.38;NA;NA;4;578
Región de Valparaíso;NA;Titular1496;Nombre1496;Solar;0.6;10.16;NA;NA;2;598
Región de Valparaíso;NA;Titular1497;Nombre1497;Solar;0.12;5.1;NA;NA;2;557
Región de Valparaíso;NA;Titular1498;Nombre1498;Solar;0.3864;6.098;NA;NA;5;594
Región de Valparaíso;NA;Titular1499;Nombre1499;Solar;0.456;14.86;NA;NA;4;596
Región de Valparaíso;NA;Titular1500;Nombre1500;Solar;2.784;161.1;NA;NA;4;567
Región de Valparaíso;NA;Titular1501;Nombre1501;Solar;0.264;8.73;NA;NA;4;590
Región de Valparaíso;NA;Titular1502;Nombre1502;Solar;3.4056;114.3;NA;NA;2;573
Región de Valparaíso;NA;Titular1503;Nombre1503;Solar;0.96;55;NA;NA;2;568
Región de Valparaíso;NA;Titular1504;Nombre1504;Solar;0.1272;2.58;NA;NA;3;575
Región de Valparaíso;NA;Titular1505;Nombre1505;Solar;0.216;10.71;NA;NA;4;572
Región de Valparaíso;NA;Titular1506;Nombre1506;Solar;0.2688;10.89;NA;NA;5;566
Región de Valparaíso;NA;Titular1507;Nombre1507;Solar;8.4;299;NA;NA;5;586
Región de Valparaíso;NA;Titular1508;Nombre1508;Solar;0.24;12.79;NA;NA;2;584
Región de Valparaíso;NA;Titular1509;Nombre1509;Solar;0.084;4.04;NA;NA;3;583
Región de Valparaíso;NA;Titular1510;Nombre1510;Solar;0.2376;10.84;NA;NA;4;589
Región de Valparaíso;NA;Titular1511;Nombre1511;Solar;0.24;11.2617;NA;NA;2;579
Región de Valparaíso;NA;Titular1512;Nombre1512;Solar;0.288;11.41;NA;NA;5;599
Región de Valparaíso;NA;Titular1513;Nombre1513;Solar;1.08;24;NA;NA;2;584
Región de Valparaíso;NA;Titular1514;Nombre1514;Solar;0.288;11.41;NA;NA;3;580
Región de Valparaíso;NA;Titular1515;Nombre1515;Solar;0.96;55;NA;NA;2;573
Región de Valparaíso;NA;Titular1516;Nombre1516;Solar;0.204;9.3912;NA;NA;5;559
Región de Valparaíso;NA;Titular1517;Nombre1517;Solar;5.04;300;NA;NA;4;570
Región de Valparaíso;NA;Titular1518;Nombre1518;Solar;1.08;24;NA;NA;2;584
Región de Valparaíso;NA;Titular1519;Nombre1519;Solar;0.192;7.13;NA;NA;4;578
Región de Valparaíso;NA;Titular1520;Nombre1520;Solar;0.204;9.3912;NA;NA;2;552
Región de Valparaíso;NA;Titular1521;Nombre1521;Solar;0.792;18.24;NA;NA;5;554
Región de Valparaíso;NA;Titular1522;Nombre1522;Solar;8.4;349.245;NA;NA;4;586
Región de Valparaíso;NA;Titular1523;Nombre1523;Solar;0.192;9.38;NA;NA;2;557
Región de Valparaíso;NA;Titular1524;Nombre1524;Solar;2.784;161.1;NA;NA;5;568
Región de Valparaíso;NA;Titular1525;Nombre1525;Solar;0.288;11.41;NA;NA;5;561
Región de Valparaíso;NA;Titular1526;Nombre1526;Solar;0.2952;9;NA;NA;4;574
Región de Valparaíso;NA;Titular1527;Nombre1527;Solar;2.04;127.7;NA;NA;5;579
Región de Valparaíso;NA;Titular1528;Nombre1528;Solar;0.0696;4.1;NA;NA;5;584
Región de Valparaíso;NA;Titular1529;Nombre1529;Solar;3;70;NA;NA;3;595
Región de Valparaíso;NA;Titular1530;Nombre1530;Solar;0.24;11;NA;NA;5;563
Región de Valparaíso;NA;Titular1531;Nombre1531;Solar;0.2952;11.9;NA;NA;2;584
Región de Valparaíso;NA;Titular1532;Nombre1532;Solar;0.288;12;NA;NA;3;551
Región del Biobío;NA;Titular1533;Nombre1533;Eólica;5.376;107.5;NA;NA;15;631
Región del Biobío;NA;Titular1534;Nombre1534;Eólica;13.68;475.2;NA;NA;15;624
Región del Biobío;NA;Titular1535;Nombre1535;Eólica;0.6;14.4;NA;NA;16;625
Región del Biobío;NA;Titular1536;Nombre1536;Eólica;4.8;58.8;NA;NA;10;610
Región del Biobío;NA;Titular1537;Nombre1537;Eólica;0.408;16.2;NA;NA;13;642
Región del Biobío;NA;Titular1538;Nombre1538;Eólica;3.696;72;NA;NA;12;614
Región del Biobío;NA;Titular1539;Nombre1539;Eólica;6;215;NA;NA;12;623
Región del Biobío;NA;Titular1540;Nombre1540;Eólica;13.68;475.2;NA;NA;13;632
Región del Biobío;NA;Titular1541;Nombre1541;Eólica;0.6;14.4;NA;NA;8;608
Región del Biobío;NA;Titular1542;Nombre1542;Eólica;5.376;107.5;NA;NA;16;615
Región del Biobío;NA;Titular1543;Nombre1543;Eólica;3.744;95.2;NA;NA;9;606
Región del Biobío;NA;Titular1544;Nombre1544;Eólica;5.52;184.8;NA;NA;10;637
Región del Biobío;NA;Titular1545;Nombre1545;Eólica;3.6;68;NA;NA;8;650
Región del Biobío;NA;Titular1546;Nombre1546;Eólica;5.376;107.5;NA;NA;9;613
Región del Biobío;NA;Titular1547;Nombre1547;Eólica;6;215;NA;NA;14;625
Región del Biobío;NA;Titular1548;Nombre1548;Eólica;6.72;198;NA;NA;14;633
Región del Biobío;NA;Titular1549;Nombre1549;Eólica;6.72;198;NA;NA;8;611
Región del Biobío;NA;Titular1550;Nombre1550;Eólica;0.2712;11.2;NA;NA;10;609
Región del Biobío;NA;Titular1551;Nombre1551;Eólica;6;215;NA;NA;11;630
Región del Biobío;NA;Titular1552;Nombre1552;Eólica;8.76;302.4;NA;NA;11;615
Región del Biobío;NA;Titular1553;Nombre1553;Eólica;11.928;310.5;NA;NA;8;623
Región del Biobío;NA;Titular1554;Nombre1554;Eólica;0.408;16.8;NA;NA;15;609
Región del Biobío;NA;Titular1555;Nombre1555;Eólica;3.6;68;NA;NA;11;611
Región del Biobío;NA;Titular1556;Nombre1556;Eólica;5.376;107.5;NA;NA;10;650
Región del Biobío;NA;Titular1557;Nombre1557;Eólica;8.76;302.4;NA;NA;9;613
Región del Biobío;NA;Titular1558;Nombre1558;Eólica;5.52;184.8;NA;NA;15;609
